year,st_fips,opioid_type,remove_obs,name,abbrev
2013,05,opioid,0,Arkansas,AR
2013,06,opioid,0,California,CA
2013,08,opioid,0,Colorado,CO
2013,09,opioid,0,Connecticut,CT
2013,10,opioid,0,Delaware,DE
2013,11,opioid,0,District of Columbia,DC
2013,12,opioid,0,Florida,FL
2013,13,opioid,0,Georgia,GA
2013,15,opioid,0,Hawaii,HI
2013,16,opioid,0,Idaho,ID
2013,17,opioid,0,Illinois,IL
2013,18,opioid,0,Indiana,IN
2013,19,opioid,0,Iowa,IA
2013,20,opioid,0,Kansas,KS
2013,21,opioid,0,Kentucky,KY
2013,22,opioid,0,Louisiana,LA
2013,23,opioid,0,Maine,ME
2013,24,opioid,0,Maryland,MD
2013,25,opioid,0,Massachusetts,MA
2013,26,opioid,0,Michigan,MI
2013,27,opioid,0,Minnesota,MN
2013,28,opioid,0,Mississippi,MS
2013,29,opioid,0,Missouri,MO
2013,30,opioid,0,Montana,MT
2013,31,opioid,0,Nebraska,NE
2013,32,opioid,0,Nevada,NV
2013,33,opioid,0,New Hampshire,NH
2013,34,opioid,0,New Jersey,NJ
2013,35,opioid,0,New Mexico,NM
2013,36,opioid,0,New York,NY
2013,37,opioid,0,North Carolina,NC
2013,38,opioid,0,North Dakota,ND
2013,39,opioid,0,Ohio,OH
2013,40,opioid,0,Oklahoma,OK
2013,41,opioid,0,Oregon,OR
2013,42,opioid,0,Pennsylvania,PA
2013,44,opioid,0,Rhode Island,RI
2013,45,opioid,0,South Carolina,SC
2013,46,opioid,0,South Dakota,SD
2013,47,opioid,0,Tennessee,TN
2013,48,opioid,0,Texas,TX
2013,49,opioid,0,Utah,UT
2013,50,opioid,0,Vermont,VT
2013,51,opioid,0,Virginia,VA
2013,53,opioid,0,Washington,WA
2013,54,opioid,0,West Virginia,WV
2013,55,opioid,0,Wisconsin,WI
2013,56,opioid,0,Wyoming,WY
2014,01,opioid,0,Alabama,AL
2014,02,opioid,0,Alaska,AK
2014,04,opioid,0,Arizona,AZ
2014,05,opioid,0,Arkansas,AR
2014,06,opioid,0,California,CA
2014,08,opioid,0,Colorado,CO
2014,09,opioid,0,Connecticut,CT
2014,10,opioid,0,Delaware,DE
2014,11,opioid,0,District of Columbia,DC
2014,12,opioid,0,Florida,FL
2014,13,opioid,0,Georgia,GA
2014,15,opioid,0,Hawaii,HI
2014,16,opioid,0,Idaho,ID
2014,17,opioid,0,Illinois,IL
2014,18,opioid,0,Indiana,IN
2014,19,opioid,0,Iowa,IA
2014,20,opioid,0,Kansas,KS
2014,21,opioid,0,Kentucky,KY
2014,22,opioid,0,Louisiana,LA
2014,23,opioid,0,Maine,ME
2014,24,opioid,0,Maryland,MD
2014,25,opioid,0,Massachusetts,MA
2014,26,opioid,0,Michigan,MI
2014,27,opioid,0,Minnesota,MN
2014,28,opioid,0,Mississippi,MS
2014,29,opioid,0,Missouri,MO
2014,30,opioid,0,Montana,MT
2014,31,opioid,0,Nebraska,NE
2014,32,opioid,0,Nevada,NV
2014,33,opioid,0,New Hampshire,NH
2014,34,opioid,0,New Jersey,NJ
2014,35,opioid,0,New Mexico,NM
2014,36,opioid,0,New York,NY
2014,37,opioid,0,North Carolina,NC
2014,38,opioid,0,North Dakota,ND
2014,39,opioid,0,Ohio,OH
2014,40,opioid,0,Oklahoma,OK
2014,41,opioid,0,Oregon,OR
2014,42,opioid,0,Pennsylvania,PA
2014,44,opioid,0,Rhode Island,RI
2014,45,opioid,0,South Carolina,SC
2014,46,opioid,0,South Dakota,SD
2014,47,opioid,0,Tennessee,TN
2014,48,opioid,0,Texas,TX
2014,49,opioid,0,Utah,UT
2014,50,opioid,0,Vermont,VT
2014,51,opioid,0,Virginia,VA
2014,53,opioid,0,Washington,WA
2014,54,opioid,0,West Virginia,WV
2014,55,opioid,0,Wisconsin,WI
2014,56,opioid,0,Wyoming,WY
2015,01,opioid,0,Alabama,AL
2015,02,opioid,0,Alaska,AK
2015,04,opioid,0,Arizona,AZ
2015,05,opioid,0,Arkansas,AR
2015,06,opioid,0,California,CA
2015,08,opioid,0,Colorado,CO
2015,09,opioid,0,Connecticut,CT
2015,10,opioid,0,Delaware,DE
2015,11,opioid,0,District of Columbia,DC
2015,12,opioid,0,Florida,FL
2015,13,opioid,0,Georgia,GA
2015,15,opioid,0,Hawaii,HI
2015,16,opioid,0,Idaho,ID
2015,17,opioid,0,Illinois,IL
2015,18,opioid,0,Indiana,IN
2015,19,opioid,0,Iowa,IA
2015,20,opioid,0,Kansas,KS
2015,21,opioid,0,Kentucky,KY
2015,22,opioid,0,Louisiana,LA
2015,23,opioid,0,Maine,ME
2015,24,opioid,0,Maryland,MD
2015,25,opioid,0,Massachusetts,MA
2015,26,opioid,0,Michigan,MI
2015,27,opioid,0,Minnesota,MN
2015,28,opioid,0,Mississippi,MS
2015,29,opioid,0,Missouri,MO
2015,30,opioid,0,Montana,MT
2015,31,opioid,0,Nebraska,NE
2015,32,opioid,0,Nevada,NV
2015,33,opioid,0,New Hampshire,NH
2015,34,opioid,0,New Jersey,NJ
2015,35,opioid,0,New Mexico,NM
2015,36,opioid,0,New York,NY
2015,37,opioid,0,North Carolina,NC
2015,38,opioid,0,North Dakota,ND
2015,39,opioid,0,Ohio,OH
2015,40,opioid,0,Oklahoma,OK
2015,41,opioid,0,Oregon,OR
2015,42,opioid,0,Pennsylvania,PA
2015,44,opioid,0,Rhode Island,RI
2015,45,opioid,0,South Carolina,SC
2015,46,opioid,0,South Dakota,SD
2015,47,opioid,0,Tennessee,TN
2015,48,opioid,0,Texas,TX
2015,49,opioid,0,Utah,UT
2015,50,opioid,0,Vermont,VT
2015,51,opioid,0,Virginia,VA
2015,53,opioid,0,Washington,WA
2015,54,opioid,0,West Virginia,WV
2015,55,opioid,0,Wisconsin,WI
2015,56,opioid,0,Wyoming,WY
2016,01,opioid,0,Alabama,AL
2016,02,opioid,0,Alaska,AK
2016,04,opioid,0,Arizona,AZ
2016,05,opioid,0,Arkansas,AR
2016,06,opioid,0,California,CA
2016,08,opioid,0,Colorado,CO
2016,09,opioid,0,Connecticut,CT
2016,10,opioid,0,Delaware,DE
2016,11,opioid,0,District of Columbia,DC
2016,12,opioid,0,Florida,FL
2016,13,opioid,0,Georgia,GA
2016,15,opioid,0,Hawaii,HI
2016,16,opioid,0,Idaho,ID
2016,17,opioid,0,Illinois,IL
2016,18,opioid,0,Indiana,IN
2016,19,opioid,0,Iowa,IA
2016,20,opioid,0,Kansas,KS
2016,21,opioid,0,Kentucky,KY
2016,22,opioid,0,Louisiana,LA
2016,23,opioid,0,Maine,ME
2016,24,opioid,0,Maryland,MD
2016,25,opioid,0,Massachusetts,MA
2016,26,opioid,0,Michigan,MI
2016,27,opioid,0,Minnesota,MN
2016,28,opioid,0,Mississippi,MS
2016,29,opioid,0,Missouri,MO
2016,30,opioid,0,Montana,MT
2016,31,opioid,0,Nebraska,NE
2016,32,opioid,0,Nevada,NV
2016,33,opioid,0,New Hampshire,NH
2016,34,opioid,0,New Jersey,NJ
2016,35,opioid,0,New Mexico,NM
2016,36,opioid,0,New York,NY
2016,37,opioid,0,North Carolina,NC
2016,38,opioid,0,North Dakota,ND
2016,39,opioid,0,Ohio,OH
2016,40,opioid,0,Oklahoma,OK
2016,41,opioid,0,Oregon,OR
2016,42,opioid,0,Pennsylvania,PA
2016,44,opioid,0,Rhode Island,RI
2016,45,opioid,0,South Carolina,SC
2016,46,opioid,0,South Dakota,SD
2016,47,opioid,0,Tennessee,TN
2016,48,opioid,0,Texas,TX
2016,49,opioid,0,Utah,UT
2016,50,opioid,0,Vermont,VT
2016,51,opioid,0,Virginia,VA
2016,53,opioid,0,Washington,WA
2016,54,opioid,0,West Virginia,WV
2016,55,opioid,0,Wisconsin,WI
2016,56,opioid,0,Wyoming,WY
1999,01,heroin,1,Alabama,AL
1999,02,heroin,1,Alaska,AK
1999,04,heroin,0,Arizona,AZ
1999,05,heroin,1,Arkansas,AR
1999,06,heroin,0,California,CA
1999,08,heroin,0,Colorado,CO
1999,09,heroin,0,Connecticut,CT
1999,10,heroin,0,Delaware,DE
1999,11,heroin,0,District of Columbia,DC
1999,12,heroin,0,Florida,FL
1999,13,heroin,1,Georgia,GA
1999,15,heroin,1,Hawaii,HI
1999,16,heroin,1,Idaho,ID
1999,17,heroin,0,Illinois,IL
1999,18,heroin,1,Indiana,IN
1999,19,heroin,1,Iowa,IA
1999,20,heroin,1,Kansas,KS
1999,21,heroin,1,Kentucky,KY
1999,22,heroin,1,Louisiana,LA
1999,23,heroin,1,Maine,ME
1999,24,heroin,1,Maryland,MD
1999,25,heroin,0,Massachusetts,MA
1999,26,heroin,0,Michigan,MI
1999,27,heroin,1,Minnesota,MN
1999,28,heroin,1,Mississippi,MS
1999,29,heroin,0,Missouri,MO
1999,30,heroin,1,Montana,MT
1999,31,heroin,1,Nebraska,NE
1999,32,heroin,0,Nevada,NV
1999,33,heroin,1,New Hampshire,NH
1999,34,heroin,0,New Jersey,NJ
1999,35,heroin,0,New Mexico,NM
1999,36,heroin,0,New York,NY
1999,37,heroin,0,North Carolina,NC
1999,38,heroin,1,North Dakota,ND
1999,39,heroin,0,Ohio,OH
1999,40,heroin,1,Oklahoma,OK
1999,41,heroin,0,Oregon,OR
1999,42,heroin,0,Pennsylvania,PA
1999,44,heroin,1,Rhode Island,RI
1999,45,heroin,1,South Carolina,SC
1999,46,heroin,1,South Dakota,SD
1999,47,heroin,0,Tennessee,TN
1999,48,heroin,0,Texas,TX
1999,49,heroin,0,Utah,UT
1999,50,heroin,1,Vermont,VT
1999,51,heroin,0,Virginia,VA
1999,53,heroin,0,Washington,WA
1999,54,heroin,1,West Virginia,WV
1999,55,heroin,0,Wisconsin,WI
1999,56,heroin,1,Wyoming,WY
2000,01,heroin,1,Alabama,AL
2000,02,heroin,1,Alaska,AK
2000,04,heroin,0,Arizona,AZ
2000,05,heroin,1,Arkansas,AR
2000,06,heroin,0,California,CA
2000,08,heroin,0,Colorado,CO
2000,09,heroin,0,Connecticut,CT
2000,10,heroin,1,Delaware,DE
2000,11,heroin,1,District of Columbia,DC
2000,12,heroin,0,Florida,FL
2000,13,heroin,1,Georgia,GA
2000,15,heroin,1,Hawaii,HI
2000,16,heroin,1,Idaho,ID
2000,17,heroin,0,Illinois,IL
2000,18,heroin,1,Indiana,IN
2000,19,heroin,1,Iowa,IA
2000,20,heroin,1,Kansas,KS
2000,21,heroin,1,Kentucky,KY
2000,22,heroin,1,Louisiana,LA
2000,23,heroin,1,Maine,ME
2000,24,heroin,1,Maryland,MD
2000,25,heroin,1,Massachusetts,MA
2000,26,heroin,0,Michigan,MI
2000,27,heroin,1,Minnesota,MN
2000,28,heroin,1,Mississippi,MS
2000,29,heroin,0,Missouri,MO
2000,30,heroin,1,Montana,MT
2000,31,heroin,1,Nebraska,NE
2000,32,heroin,0,Nevada,NV
2000,33,heroin,1,New Hampshire,NH
2000,34,heroin,0,New Jersey,NJ
2000,35,heroin,0,New Mexico,NM
2000,36,heroin,0,New York,NY
2000,37,heroin,0,North Carolina,NC
2000,38,heroin,1,North Dakota,ND
2000,39,heroin,0,Ohio,OH
2000,40,heroin,0,Oklahoma,OK
2000,41,heroin,0,Oregon,OR
2000,42,heroin,0,Pennsylvania,PA
2000,44,heroin,1,Rhode Island,RI
2000,45,heroin,0,South Carolina,SC
2000,46,heroin,1,South Dakota,SD
2000,47,heroin,1,Tennessee,TN
2000,48,heroin,0,Texas,TX
2000,49,heroin,0,Utah,UT
2000,50,heroin,1,Vermont,VT
2000,51,heroin,0,Virginia,VA
2000,53,heroin,0,Washington,WA
2000,54,heroin,1,West Virginia,WV
2000,55,heroin,0,Wisconsin,WI
2000,56,heroin,1,Wyoming,WY
2001,01,heroin,1,Alabama,AL
2001,02,heroin,1,Alaska,AK
2001,04,heroin,0,Arizona,AZ
2001,05,heroin,1,Arkansas,AR
2001,06,heroin,0,California,CA
2001,08,heroin,0,Colorado,CO
2001,09,heroin,0,Connecticut,CT
2001,10,heroin,1,Delaware,DE
2001,11,heroin,1,District of Columbia,DC
2001,12,heroin,0,Florida,FL
2001,13,heroin,1,Georgia,GA
2001,15,heroin,1,Hawaii,HI
2001,16,heroin,1,Idaho,ID
2001,17,heroin,0,Illinois,IL
2001,18,heroin,1,Indiana,IN
2001,19,heroin,1,Iowa,IA
2001,20,heroin,1,Kansas,KS
2001,21,heroin,1,Kentucky,KY
2001,22,heroin,1,Louisiana,LA
2001,23,heroin,1,Maine,ME
2001,24,heroin,1,Maryland,MD
2001,25,heroin,0,Massachusetts,MA
2001,26,heroin,0,Michigan,MI
2001,27,heroin,1,Minnesota,MN
2001,28,heroin,1,Mississippi,MS
2001,29,heroin,0,Missouri,MO
2001,30,heroin,1,Montana,MT
2001,31,heroin,1,Nebraska,NE
2001,32,heroin,0,Nevada,NV
2001,33,heroin,1,New Hampshire,NH
2001,34,heroin,0,New Jersey,NJ
2001,35,heroin,0,New Mexico,NM
2001,36,heroin,0,New York,NY
2001,37,heroin,0,North Carolina,NC
2001,38,heroin,1,North Dakota,ND
2001,39,heroin,0,Ohio,OH
2001,40,heroin,1,Oklahoma,OK
2001,41,heroin,0,Oregon,OR
2001,42,heroin,0,Pennsylvania,PA
2001,44,heroin,1,Rhode Island,RI
2001,45,heroin,1,South Carolina,SC
2001,46,heroin,1,South Dakota,SD
2001,47,heroin,1,Tennessee,TN
2001,48,heroin,0,Texas,TX
2001,49,heroin,0,Utah,UT
2001,50,heroin,1,Vermont,VT
2001,51,heroin,0,Virginia,VA
2001,53,heroin,0,Washington,WA
2001,54,heroin,1,West Virginia,WV
2001,55,heroin,0,Wisconsin,WI
2001,56,heroin,1,Wyoming,WY
2002,01,heroin,1,Alabama,AL
2002,02,heroin,1,Alaska,AK
2002,04,heroin,0,Arizona,AZ
2002,05,heroin,1,Arkansas,AR
2002,06,heroin,0,California,CA
2002,08,heroin,0,Colorado,CO
2002,09,heroin,0,Connecticut,CT
2002,10,heroin,0,Delaware,DE
2002,11,heroin,1,District of Columbia,DC
2002,12,heroin,0,Florida,FL
2002,13,heroin,1,Georgia,GA
2002,15,heroin,1,Hawaii,HI
2002,16,heroin,1,Idaho,ID
2002,17,heroin,0,Illinois,IL
2002,18,heroin,1,Indiana,IN
2002,19,heroin,1,Iowa,IA
2002,20,heroin,1,Kansas,KS
2002,21,heroin,1,Kentucky,KY
2002,22,heroin,1,Louisiana,LA
2002,23,heroin,1,Maine,ME
2002,24,heroin,0,Maryland,MD
2002,25,heroin,0,Massachusetts,MA
2002,26,heroin,0,Michigan,MI
2002,27,heroin,1,Minnesota,MN
2002,28,heroin,1,Mississippi,MS
2002,29,heroin,0,Missouri,MO
2002,30,heroin,1,Montana,MT
2002,31,heroin,1,Nebraska,NE
2002,32,heroin,0,Nevada,NV
2002,33,heroin,1,New Hampshire,NH
2002,34,heroin,0,New Jersey,NJ
2002,35,heroin,0,New Mexico,NM
2002,36,heroin,0,New York,NY
2002,37,heroin,0,North Carolina,NC
2002,38,heroin,1,North Dakota,ND
2002,39,heroin,0,Ohio,OH
2002,40,heroin,1,Oklahoma,OK
2002,41,heroin,0,Oregon,OR
2002,42,heroin,0,Pennsylvania,PA
2002,44,heroin,1,Rhode Island,RI
2002,45,heroin,1,South Carolina,SC
2002,46,heroin,1,South Dakota,SD
2002,47,heroin,1,Tennessee,TN
2002,48,heroin,0,Texas,TX
2002,49,heroin,0,Utah,UT
2002,50,heroin,1,Vermont,VT
2002,51,heroin,0,Virginia,VA
2002,53,heroin,0,Washington,WA
2002,54,heroin,1,West Virginia,WV
2002,55,heroin,0,Wisconsin,WI
2002,56,heroin,1,Wyoming,WY
2003,01,heroin,1,Alabama,AL
2003,02,heroin,1,Alaska,AK
2003,04,heroin,0,Arizona,AZ
2003,05,heroin,1,Arkansas,AR
2003,06,heroin,0,California,CA
2003,08,heroin,0,Colorado,CO
2003,09,heroin,0,Connecticut,CT
2003,10,heroin,1,Delaware,DE
2003,11,heroin,1,District of Columbia,DC
2003,12,heroin,0,Florida,FL
2003,13,heroin,1,Georgia,GA
2003,15,heroin,1,Hawaii,HI
2003,16,heroin,1,Idaho,ID
2003,17,heroin,0,Illinois,IL
2003,18,heroin,1,Indiana,IN
2003,19,heroin,1,Iowa,IA
2003,20,heroin,1,Kansas,KS
2003,21,heroin,1,Kentucky,KY
2003,22,heroin,1,Louisiana,LA
2003,23,heroin,1,Maine,ME
2003,24,heroin,0,Maryland,MD
2003,25,heroin,0,Massachusetts,MA
2003,26,heroin,0,Michigan,MI
2003,27,heroin,1,Minnesota,MN
2003,28,heroin,1,Mississippi,MS
2003,29,heroin,0,Missouri,MO
2003,30,heroin,1,Montana,MT
2003,31,heroin,1,Nebraska,NE
2003,32,heroin,0,Nevada,NV
2003,33,heroin,1,New Hampshire,NH
2003,34,heroin,0,New Jersey,NJ
2003,35,heroin,0,New Mexico,NM
2003,36,heroin,0,New York,NY
2003,37,heroin,0,North Carolina,NC
2003,38,heroin,1,North Dakota,ND
2003,39,heroin,0,Ohio,OH
2003,40,heroin,1,Oklahoma,OK
2003,41,heroin,0,Oregon,OR
2003,42,heroin,0,Pennsylvania,PA
2003,44,heroin,1,Rhode Island,RI
2003,45,heroin,1,South Carolina,SC
2003,46,heroin,1,South Dakota,SD
2003,47,heroin,1,Tennessee,TN
2003,48,heroin,0,Texas,TX
2003,49,heroin,0,Utah,UT
2003,50,heroin,1,Vermont,VT
2003,51,heroin,0,Virginia,VA
2003,53,heroin,0,Washington,WA
2003,54,heroin,1,West Virginia,WV
2003,55,heroin,0,Wisconsin,WI
2003,56,heroin,1,Wyoming,WY
2004,01,heroin,1,Alabama,AL
2004,02,heroin,1,Alaska,AK
2004,04,heroin,0,Arizona,AZ
2004,05,heroin,1,Arkansas,AR
2004,06,heroin,0,California,CA
2004,08,heroin,0,Colorado,CO
2004,09,heroin,0,Connecticut,CT
2004,10,heroin,1,Delaware,DE
2004,11,heroin,1,District of Columbia,DC
2004,12,heroin,0,Florida,FL
2004,13,heroin,1,Georgia,GA
2004,15,heroin,1,Hawaii,HI
2004,16,heroin,1,Idaho,ID
2004,17,heroin,0,Illinois,IL
2004,18,heroin,1,Indiana,IN
2004,19,heroin,1,Iowa,IA
2004,20,heroin,1,Kansas,KS
2004,21,heroin,1,Kentucky,KY
2004,22,heroin,1,Louisiana,LA
2004,23,heroin,1,Maine,ME
2004,24,heroin,0,Maryland,MD
2004,25,heroin,0,Massachusetts,MA
2004,26,heroin,0,Michigan,MI
2004,27,heroin,1,Minnesota,MN
2004,28,heroin,1,Mississippi,MS
2004,29,heroin,0,Missouri,MO
2004,30,heroin,1,Montana,MT
2004,31,heroin,1,Nebraska,NE
2004,32,heroin,0,Nevada,NV
2004,33,heroin,1,New Hampshire,NH
2004,34,heroin,0,New Jersey,NJ
2004,35,heroin,0,New Mexico,NM
2004,36,heroin,0,New York,NY
2004,37,heroin,0,North Carolina,NC
2004,38,heroin,1,North Dakota,ND
2004,39,heroin,0,Ohio,OH
2004,40,heroin,1,Oklahoma,OK
2004,41,heroin,0,Oregon,OR
2004,42,heroin,0,Pennsylvania,PA
2004,44,heroin,1,Rhode Island,RI
2004,45,heroin,1,South Carolina,SC
2004,46,heroin,1,South Dakota,SD
2004,47,heroin,1,Tennessee,TN
2004,48,heroin,0,Texas,TX
2004,49,heroin,0,Utah,UT
2004,50,heroin,1,Vermont,VT
2004,51,heroin,0,Virginia,VA
2004,53,heroin,0,Washington,WA
2004,54,heroin,0,West Virginia,WV
2004,55,heroin,0,Wisconsin,WI
2004,56,heroin,1,Wyoming,WY
2005,01,heroin,1,Alabama,AL
2005,02,heroin,1,Alaska,AK
2005,04,heroin,0,Arizona,AZ
2005,05,heroin,1,Arkansas,AR
2005,06,heroin,0,California,CA
2005,08,heroin,0,Colorado,CO
2005,09,heroin,0,Connecticut,CT
2005,10,heroin,1,Delaware,DE
2005,11,heroin,1,District of Columbia,DC
2005,12,heroin,0,Florida,FL
2005,13,heroin,1,Georgia,GA
2005,15,heroin,1,Hawaii,HI
2005,16,heroin,1,Idaho,ID
2005,17,heroin,0,Illinois,IL
2005,18,heroin,0,Indiana,IN
2005,19,heroin,1,Iowa,IA
2005,20,heroin,1,Kansas,KS
2005,21,heroin,1,Kentucky,KY
2005,22,heroin,1,Louisiana,LA
2005,23,heroin,1,Maine,ME
2005,24,heroin,0,Maryland,MD
2005,25,heroin,0,Massachusetts,MA
2005,26,heroin,0,Michigan,MI
2005,27,heroin,1,Minnesota,MN
2005,28,heroin,1,Mississippi,MS
2005,29,heroin,0,Missouri,MO
2005,30,heroin,1,Montana,MT
2005,31,heroin,1,Nebraska,NE
2005,32,heroin,0,Nevada,NV
2005,33,heroin,1,New Hampshire,NH
2005,34,heroin,0,New Jersey,NJ
2005,35,heroin,0,New Mexico,NM
2005,36,heroin,0,New York,NY
2005,37,heroin,0,North Carolina,NC
2005,38,heroin,1,North Dakota,ND
2005,39,heroin,0,Ohio,OH
2005,40,heroin,1,Oklahoma,OK
2005,41,heroin,0,Oregon,OR
2005,42,heroin,0,Pennsylvania,PA
2005,44,heroin,1,Rhode Island,RI
2005,45,heroin,1,South Carolina,SC
2005,46,heroin,1,South Dakota,SD
2005,47,heroin,0,Tennessee,TN
2005,48,heroin,0,Texas,TX
2005,49,heroin,0,Utah,UT
2005,50,heroin,1,Vermont,VT
2005,51,heroin,0,Virginia,VA
2005,53,heroin,0,Washington,WA
2005,54,heroin,1,West Virginia,WV
2005,55,heroin,0,Wisconsin,WI
2005,56,heroin,1,Wyoming,WY
2006,01,heroin,1,Alabama,AL
2006,02,heroin,1,Alaska,AK
2006,04,heroin,0,Arizona,AZ
2006,05,heroin,1,Arkansas,AR
2006,06,heroin,0,California,CA
2006,08,heroin,0,Colorado,CO
2006,09,heroin,0,Connecticut,CT
2006,10,heroin,1,Delaware,DE
2006,11,heroin,1,District of Columbia,DC
2006,12,heroin,0,Florida,FL
2006,13,heroin,1,Georgia,GA
2006,15,heroin,1,Hawaii,HI
2006,16,heroin,1,Idaho,ID
2006,17,heroin,0,Illinois,IL
2006,18,heroin,1,Indiana,IN
2006,19,heroin,1,Iowa,IA
2006,20,heroin,1,Kansas,KS
2006,21,heroin,1,Kentucky,KY
2006,22,heroin,0,Louisiana,LA
2006,23,heroin,1,Maine,ME
2006,24,heroin,0,Maryland,MD
2006,25,heroin,0,Massachusetts,MA
2006,26,heroin,0,Michigan,MI
2006,27,heroin,1,Minnesota,MN
2006,28,heroin,1,Mississippi,MS
2006,29,heroin,0,Missouri,MO
2006,30,heroin,1,Montana,MT
2006,31,heroin,1,Nebraska,NE
2006,32,heroin,0,Nevada,NV
2006,33,heroin,1,New Hampshire,NH
2006,34,heroin,0,New Jersey,NJ
2006,35,heroin,0,New Mexico,NM
2006,36,heroin,0,New York,NY
2006,37,heroin,0,North Carolina,NC
2006,38,heroin,1,North Dakota,ND
2006,39,heroin,0,Ohio,OH
2006,40,heroin,1,Oklahoma,OK
2006,41,heroin,0,Oregon,OR
2006,42,heroin,0,Pennsylvania,PA
2006,44,heroin,0,Rhode Island,RI
2006,45,heroin,1,South Carolina,SC
2006,46,heroin,1,South Dakota,SD
2006,47,heroin,1,Tennessee,TN
2006,48,heroin,0,Texas,TX
2006,49,heroin,0,Utah,UT
2006,50,heroin,1,Vermont,VT
2006,51,heroin,0,Virginia,VA
2006,53,heroin,0,Washington,WA
2006,54,heroin,1,West Virginia,WV
2006,55,heroin,0,Wisconsin,WI
2006,56,heroin,1,Wyoming,WY
2007,01,heroin,1,Alabama,AL
2007,02,heroin,1,Alaska,AK
2007,04,heroin,0,Arizona,AZ
2007,05,heroin,1,Arkansas,AR
2007,06,heroin,0,California,CA
2007,08,heroin,0,Colorado,CO
2007,09,heroin,0,Connecticut,CT
2007,10,heroin,0,Delaware,DE
2007,11,heroin,1,District of Columbia,DC
2007,12,heroin,0,Florida,FL
2007,13,heroin,0,Georgia,GA
2007,15,heroin,1,Hawaii,HI
2007,16,heroin,1,Idaho,ID
2007,17,heroin,0,Illinois,IL
2007,18,heroin,0,Indiana,IN
2007,19,heroin,1,Iowa,IA
2007,20,heroin,1,Kansas,KS
2007,21,heroin,1,Kentucky,KY
2007,22,heroin,1,Louisiana,LA
2007,23,heroin,1,Maine,ME
2007,24,heroin,0,Maryland,MD
2007,25,heroin,0,Massachusetts,MA
2007,26,heroin,0,Michigan,MI
2007,27,heroin,1,Minnesota,MN
2007,28,heroin,1,Mississippi,MS
2007,29,heroin,0,Missouri,MO
2007,30,heroin,1,Montana,MT
2007,31,heroin,1,Nebraska,NE
2007,32,heroin,0,Nevada,NV
2007,33,heroin,1,New Hampshire,NH
2007,34,heroin,0,New Jersey,NJ
2007,35,heroin,0,New Mexico,NM
2007,36,heroin,0,New York,NY
2007,37,heroin,0,North Carolina,NC
2007,38,heroin,1,North Dakota,ND
2007,39,heroin,0,Ohio,OH
2007,40,heroin,1,Oklahoma,OK
2007,41,heroin,0,Oregon,OR
2007,42,heroin,0,Pennsylvania,PA
2007,44,heroin,1,Rhode Island,RI
2007,45,heroin,1,South Carolina,SC
2007,46,heroin,1,South Dakota,SD
2007,47,heroin,1,Tennessee,TN
2007,48,heroin,0,Texas,TX
2007,49,heroin,0,Utah,UT
2007,50,heroin,1,Vermont,VT
2007,51,heroin,0,Virginia,VA
2007,53,heroin,0,Washington,WA
2007,54,heroin,0,West Virginia,WV
2007,55,heroin,0,Wisconsin,WI
2007,56,heroin,1,Wyoming,WY
2008,01,heroin,1,Alabama,AL
2008,02,heroin,1,Alaska,AK
2008,04,heroin,0,Arizona,AZ
2008,05,heroin,1,Arkansas,AR
2008,06,heroin,0,California,CA
2008,08,heroin,0,Colorado,CO
2008,09,heroin,0,Connecticut,CT
2008,10,heroin,1,Delaware,DE
2008,11,heroin,1,District of Columbia,DC
2008,12,heroin,0,Florida,FL
2008,13,heroin,0,Georgia,GA
2008,15,heroin,1,Hawaii,HI
2008,16,heroin,1,Idaho,ID
2008,17,heroin,0,Illinois,IL
2008,18,heroin,0,Indiana,IN
2008,19,heroin,0,Iowa,IA
2008,20,heroin,1,Kansas,KS
2008,21,heroin,0,Kentucky,KY
2008,22,heroin,0,Louisiana,LA
2008,23,heroin,1,Maine,ME
2008,24,heroin,0,Maryland,MD
2008,25,heroin,0,Massachusetts,MA
2008,26,heroin,0,Michigan,MI
2008,27,heroin,1,Minnesota,MN
2008,28,heroin,1,Mississippi,MS
2008,29,heroin,0,Missouri,MO
2008,30,heroin,1,Montana,MT
2008,31,heroin,1,Nebraska,NE
2008,32,heroin,0,Nevada,NV
2008,33,heroin,0,New Hampshire,NH
2008,34,heroin,0,New Jersey,NJ
2008,35,heroin,0,New Mexico,NM
2008,36,heroin,0,New York,NY
2008,37,heroin,0,North Carolina,NC
2008,38,heroin,1,North Dakota,ND
2008,39,heroin,0,Ohio,OH
2008,40,heroin,1,Oklahoma,OK
2008,41,heroin,0,Oregon,OR
2008,42,heroin,0,Pennsylvania,PA
2008,44,heroin,1,Rhode Island,RI
2008,45,heroin,0,South Carolina,SC
2008,46,heroin,1,South Dakota,SD
2008,47,heroin,1,Tennessee,TN
2008,48,heroin,0,Texas,TX
2008,49,heroin,0,Utah,UT
2008,50,heroin,1,Vermont,VT
2008,51,heroin,0,Virginia,VA
2008,53,heroin,0,Washington,WA
2008,54,heroin,0,West Virginia,WV
2008,55,heroin,0,Wisconsin,WI
2008,56,heroin,1,Wyoming,WY
2009,01,heroin,0,Alabama,AL
2009,02,heroin,1,Alaska,AK
2009,04,heroin,0,Arizona,AZ
2009,05,heroin,1,Arkansas,AR
2009,06,heroin,0,California,CA
2009,08,heroin,0,Colorado,CO
2009,09,heroin,0,Connecticut,CT
